SA1_7DIG16,SA1_MAIN16,SA1_pop,SA1_irsdscore
2109343,20503109343,685,941
2109344,20503109344,412,1043
2109345,20503109345,426,896
2109346,20503109346,379,929
2109347,20503109347,269,943
2109348,20503109348,233,869
2109349,20503109349,287,1057
2109351,20503109351,114,1087
2109352,20503109352,353,836
2109353,20503109353,420,1038
2109354,20503109354,123,991
2109355,20503109355,265,940
2109356,20503109356,742,1047
2109357,20503109357,442,848
2109358,20503109358,428,1036
2109401,20504109401,290,854
2109402,20504109402,354,898
2109403,20504109403,336,794
2109404,20504109404,264,1042
2109405,20504109405,560,1064
2109406,20504109406,205,1045
2109407,20504109407,490,1026
2109408,20504109408,342,1027
2109409,20504109409,219,1039
2109410,20504109410,604,968
2109411,20504109411,569,733
2109413,20504109413,731,1096
2109414,20504109414,550,963
2109415,20504109415,423,1020
2109416,20504109416,409,1043
2109417,20504109417,334,1086
2109418,20504109418,264,985
2109419,20504109419,297,1085
2109420,20504109420,364,1028
2109421,20504109421,332,988
2109422,20504109422,250,789
2109423,20504109423,380,884
2109424,20504109424,325,1104
2109425,20504109425,411,877
2109426,20504109426,317,936
2109427,20504109427,290,1023
2109428,20504109428,300,1029
2109429,20504109429,526,1079
2109430,20504109430,289,917
2109433,20504109433,222,1036
2109501,20504109501,235,883
2109502,20504109502,438,966
2109503,20504109503,388,737
2109504,20504109504,572,712
2109505,20504109505,385,832
2109506,20504109506,363,928
2109507,20504109507,301,842
2109508,20504109508,344,686
2109509,20504109509,392,1045
2109511,20504109511,752,886
2109512,20504109512,487,736
2109514,20504109514,493,958
2109515,20504109515,687,921
2109516,20504109516,377,882
2109517,20504109517,395,956
2109518,20504109518,375,1048
2109519,20504109519,355,897
2109520,20504109520,692,935
2109521,20504109521,374,848
2109522,20504109522,476,737
2109523,20504109523,552,917
2109524,20504109524,324,858
2109525,20504109525,507,842
2109526,20504109526,611,1070
2109527,20504109527,520,833
2109528,20504109528,381,890
2109529,20504109529,481,937
2109530,20504109530,360,946
2109531,20504109531,385,980
2109532,20504109532,626,1010
2109533,20504109533,385,651
2109534,20504109534,480,789
2109535,20504109535,545,870
2109536,20504109536,410,792
2109537,20504109537,349,743
2109538,20504109538,288,856
2109540,20504109540,466,1070
2109601,20504109601,855,1004
2109602,20504109602,211,792
2109603,20504109603,350,1038
2109605,20504109605,409,854
2109606,20504109606,333,837
2109607,20504109607,350,881
2109608,20504109608,576,499
2109609,20504109609,648,823
2109610,20504109610,343,795
2109611,20504109611,399,732
2109612,20504109612,421,776
2109613,20504109613,548,711
2109614,20504109614,515,704
2109615,20504109615,382,740
2109616,20504109616,415,806
2109617,20504109617,279,797
2109618,20504109618,305,841
2109619,20504109619,446,895
2109620,20504109620,354,748
2109621,20504109621,231,954
2109622,20504109622,332,725
2109623,20504109623,551,908
2109624,20504109624,472,876
2109626,20504109626,532,821
2109627,20504109627,428,881
2109628,20504109628,510,976
2109629,20504109629,307,922
2109630,20504109630,439,980
2109631,20504109631,254,804
2109632,20504109632,295,746
2109633,20504109633,487,728
2109634,20504109634,547,802
2109638,20504109638,266,1016
2109701,20504109701,303,948
2109702,20504109702,334,965
2109703,20504109703,238,853
2109704,20504109704,276,953
2109705,20504109705,203,1012
2109706,20504109706,324,991
2109707,20504109707,237,925
2109708,20504109708,415,837
2109709,20504109709,320,761
2109710,20504109710,305,985
2109711,20504109711,491,759
2109712,20504109712,232,796
2109713,20504109713,297,584
2109714,20504109714,342,925
2109715,20504109715,383,919
2109716,20504109716,319,877
2109718,20504109718,85,1091
2109719,20504109719,257,945
2109720,20504109720,441,1046
2109721,20504109721,857,1065
2109722,20504109722,377,989
2109723,20504109723,581,1089
2109724,20504109724,321,1047
2109725,20504109725,286,976
2109726,20504109726,439,1007
2109727,20504109727,251,795
2109728,20504109728,323,926
2109730,20504109730,256,1048
2109731,20504109731,361,926
2109732,20504109732,318,1088
2109733,20504109733,349,1094
2109734,20504109734,320,1019
2109735,20504109735,542,1066
2109736,20504109736,387,890
2109737,20504109737,435,855
2109738,20504109738,262,963
2109740,20504109740,425,933
2109742,20504109742,565,1011
2109745,20504109745,487,984
2109746,20504109746,310,941
2109747,20504109747,339,966
2109748,20504109748,450,1026
2109749,20504109749,494,976
2109750,20504109750,493,963
2109751,20504109751,350,999
2109752,20504109752,361,1051
2109753,20504109753,272,962
2109754,20504109754,368,702
2109755,20504109755,258,1083
2109756,20504109756,483,996
2109758,20504109758,434,964
2109759,20504109759,557,939
2109760,20504109760,259,914
2109761,20504109761,430,1021
2109762,20504109762,703,1091
2109764,20504109764,406,1003
2109765,20504109765,784,1079
2109766,20504109766,515,1052
2109767,20504109767,320,873
2109768,20504109768,291,931
2109769,20504109769,856,1093
2109770,20504109770,483,1118
2109771,20504109771,408,946
2109772,20504109772,952,1009
2109773,20504109773,438,1083
2109774,20504109774,333,1109
2109775,20504109775,453,1071
2109801,20504109801,381,1063
2109803,20504109803,500,1023
2109804,20504109804,344,1041
2109805,20504109805,27,1051
2109806,20504109806,417,1004
2109807,20504109807,513,922
2109808,20504109808,305,885
2109809,20504109809,279,882
2109810,20504109810,187,1055
2109811,20504109811,262,974
2109812,20504109812,192,1051
2109813,20504109813,643,1048
2109814,20504109814,500,979
2110001,20505110001,444,824
2110002,20505110002,177,1051
2110003,20505110003,524,1070
2110004,20505110004,665,1109
2110006,20505110006,322,1010
2110008,20505110008,467,1049
2110010,20505110010,434,1003
2110011,20505110011,322,926
2110013,20505110013,121,1051
2110014,20505110014,468,803
2110015,20505110015,339,834
2110101,20505110101,288,971
2110102,20505110102,362,934
2110103,20505110103,844,1019
2110104,20505110104,330,1089
2110105,20505110105,262,1005
2110107,20505110107,425,990
2110108,20505110108,317,1004
2110109,20505110109,427,1009
2110110,20505110110,412,927
2110111,20505110111,396,920
2110112,20505110112,334,893
2110113,20505110113,374,859
2110114,20505110114,282,982
2110115,20505110115,593,942
2110116,20505110116,458,860
2110117,20505110117,401,903
2110118,20505110118,477,1017
2110119,20505110119,421,1045
2110120,20505110120,201,994
2110121,20505110121,428,983
2110122,20505110122,575,1055
2110123,20505110123,473,940
2110124,20505110124,361,953
2110125,20505110125,488,974
2110126,20505110126,535,864
2110127,20505110127,319,1024
2110128,20505110128,320,1038
2110129,20505110129,344,1036
2110130,20505110130,594,1049
2110131,20505110131,204,1032
2110132,20505110132,356,938
2110133,20505110133,303,1062
2110134,20505110134,318,1060
2110135,20505110135,332,1090
2110136,20505110136,328,968
2110201,20505110201,294,1068
2110202,20505110202,491,1025
2110204,20505110204,293,910
2110205,20505110205,293,893
2110206,20505110206,472,1023
2110207,20505110207,309,1023
2110208,20505110208,299,1038
2110209,20505110209,469,1021
2110210,20505110210,354,1016
2110211,20505110211,281,952
2110212,20505110212,345,1005
2110301,20505110301,531,1073
2110302,20505110302,171,1021
2110303,20505110303,607,1078
2110304,20505110304,359,780
2110305,20505110305,480,1044
2110306,20505110306,257,954
2110307,20505110307,419,1030
2110308,20505110308,411,1049
2110309,20505110309,860,1091
2110310,20505110310,163,964
2110311,20505110311,751,942
2110312,20505110312,336,1089
2110313,20505110313,573,983
2110314,20505110314,344,1022
2110315,20505110315,324,781
2110316,20505110316,437,1022
2110317,20505110317,490,1052
2110318,20505110318,464,1019
2110319,20505110319,515,894
2110320,20505110320,447,811
2110321,20505110321,457,1011
2110322,20505110322,329,967
2110323,20505110323,559,994
2110324,20505110324,342,997
2110325,20505110325,500,1005
2110326,20505110326,408,987
2110327,20505110327,635,931
2110328,20505110328,402,889
2110329,20505110329,209,991
2110330,20505110330,291,889
2110331,20505110331,456,835
2110332,20505110332,211,702
2110333,20505110333,462,868
2110334,20505110334,457,866
2110401,20505110401,248,981
2110402,20505110402,222,985
2110403,20505110403,480,1019
2110404,20505110404,218,952
2110405,20505110405,283,987
2110406,20505110406,313,983
2110408,20505110408,245,880
2110409,20505110409,254,952
2110410,20505110410,350,943
2110411,20505110411,557,944
2110412,20505110412,351,888
2110413,20505110413,361,784
2110414,20505110414,606,898
2110415,20505110415,411,932
2110416,20505110416,402,1017
2110501,20601110501,226,1046
2110502,20601110502,642,1015
2110503,20601110503,447,993
2110504,20601110504,352,1038
2110505,20601110505,355,1078
2110506,20601110506,440,1020
2110507,20601110507,504,1071
2110508,20601110508,377,1065
2110509,20601110509,412,1088
2110510,20601110510,578,1056
2110512,20601110512,328,1055
2110514,20601110514,454,1061
2110515,20601110515,405,1047
2110516,20601110516,272,1024
2110517,20601110517,422,1041
2110518,20601110518,443,1068
2110519,20601110519,363,1016
2110520,20601110520,404,1023
2110521,20601110521,619,1052
2110522,20601110522,646,1034
2110523,20601110523,933,1063
2110524,20601110524,481,1074
2110525,20601110525,372,1117
2110526,20601110526,504,1074
2110527,20601110527,308,971
2110528,20601110528,325,1057
2110529,20601110529,564,1046
2110530,20601110530,593,1016
2110531,20601110531,604,1019
2110532,20601110532,209,1054
2110533,20601110533,458,1025
2110534,20601110534,654,1044
2110535,20601110535,639,1079
2110536,20601110536,360,1062
2110537,20601110537,452,1092
2110538,20601110538,446,1085
2110539,20601110539,393,1031
2110540,20601110540,561,1075
2110541,20601110541,657,887
2110542,20601110542,476,1054
2110543,20601110543,494,1048
2110545,20601110545,960,1115
2110546,20601110546,255,1041
2110547,20601110547,291,1047
2110548,20601110548,276,1058
2110549,20601110549,442,1055
2110550,20601110550,437,1089
2110551,20601110551,400,1090
2110552,20601110552,461,1069
2110553,20601110553,88,1029
2110554,20601110554,306,1108
2110555,20601110555,288,1098
2110556,20601110556,385,1055
2110557,20601110557,205,1075
2110558,20601110558,951,1096
2110559,20601110559,499,1042
2110601,20601110601,591,1055
2110602,20601110602,1153,1081
2110603,20601110603,675,1068
2110604,20601110604,1173,1074
2110605,20601110605,428,1086
2110606,20601110606,317,1076
2110607,20601110607,837,1079
2110608,20601110608,457,1011
2110609,20601110609,523,1109
2110610,20601110610,511,1058
2110611,20601110611,484,1078
2110612,20601110612,543,1053
2110613,20601110613,418,1056
2110614,20601110614,681,1027
2110615,20601110615,427,1072
2110616,20601110616,559,1122
2110617,20601110617,540,1015
2110618,20601110618,344,1071
2110619,20601110619,311,1034
2110701,20601110701,516,1065
2110702,20601110702,343,1046
2110703,20601110703,493,1030
2110704,20601110704,386,1078
2110705,20601110705,511,1029
2110706,20601110706,610,1070
2110707,20601110707,599,1011
2110708,20601110708,360,1045
2110709,20601110709,763,1024
2110710,20601110710,324,1025
2110711,20601110711,576,1053
2110712,20601110712,500,1039
2110713,20601110713,477,1052
2110714,20601110714,464,1056
2110715,20601110715,505,940
2110716,20601110716,473,1039
2110717,20601110717,376,1022
2110718,20601110718,389,1038
2110719,20601110719,572,885
2110720,20601110720,523,1025
2110721,20601110721,393,1027
2110722,20601110722,187,1037
2110723,20601110723,331,1056
2110724,20601110724,354,1029
2110725,20601110725,489,1076
2110726,20601110726,435,1062
2110727,20601110727,324,998
2110728,20601110728,314,1046
2110729,20601110729,330,1062
2110730,20601110730,267,969
2110731,20601110731,542,1072
2110801,20601110801,351,996
2110802,20601110802,304,1009
2110803,20601110803,559,1015
2110804,20601110804,324,1062
2110805,20601110805,568,1016
2110806,20601110806,498,1022
2110807,20601110807,623,1053
2110808,20601110808,460,1050
2110809,20601110809,516,992
2110810,20601110810,419,1062
2110811,20601110811,401,1031
2110812,20601110812,254,1083
2110813,20601110813,371,1046
2110814,20601110814,450,1025
2110815,20601110815,531,993
2110816,20601110816,418,1001
2110817,20601110817,302,956
2110818,20601110818,314,995
2110819,20601110819,584,1006
2110820,20601110820,587,959
2110821,20601110821,514,1016
2110822,20601110822,724,1079
2110823,20601110823,560,954
2110824,20601110824,561,1070
2110825,20601110825,615,1017
2110826,20601110826,387,1040
2110827,20601110827,434,1056
2110828,20601110828,440,1065
2110829,20601110829,491,980
2110830,20601110830,336,1068
2110831,20601110831,529,1058
2110832,20601110832,463,1034
2110833,20601110833,648,996
2110834,20601110834,410,942
2110835,20601110835,412,1049
2110836,20601110836,374,1027
2110837,20601110837,300,1017
2110838,20601110838,592,1082
2110839,20601110839,335,1026
2110840,20601110840,311,984
2110841,20601110841,452,999
2110842,20601110842,461,1017
2110843,20601110843,416,982
2110844,20601110844,462,1058
2110845,20601110845,329,1021
2110846,20601110846,439,1037
2110847,20601110847,369,1024
2110848,20601110848,268,984
2110849,20601110849,497,1018
2110850,20601110850,480,1040
2110851,20601110851,303,963
2110852,20601110852,200,998
2110853,20601110853,784,1066
2110854,20601110854,319,1014
2110855,20601110855,378,999
2110856,20601110856,190,1028
2110857,20601110857,233,1052
2110858,20601110858,504,1031
2110859,20601110859,298,1007
2110860,20601110860,514,1083
2110901,20601110901,548,1042
2110902,20601110902,406,1080
2110903,20601110903,357,1023
2110904,20601110904,476,1093
2110905,20601110905,335,1078
2110906,20601110906,502,1072
2110907,20601110907,449,1038
2110908,20601110908,323,1086
2110909,20601110909,510,1075
2110910,20601110910,310,1104
2110911,20601110911,492,1047
2110912,20601110912,399,1068
2110913,20601110913,442,1089
2110914,20601110914,317,1065
2110915,20601110915,406,1059
2110916,20601110916,341,1054
2110917,20601110917,425,1103
2110918,20601110918,507,1073
2110919,20601110919,459,1046
2110920,20601110920,387,1026
2110921,20601110921,399,1006
2110922,20601110922,467,983
2110923,20601110923,428,1073
2110924,20601110924,271,1001
2111001,20602111001,543,1083
2111002,20602111002,432,1078
2111003,20602111003,539,1094
2111004,20602111004,296,1057
2111005,20602111005,279,1115
2111006,20602111006,561,1087
2111007,20602111007,485,1057
2111008,20602111008,504,1068
2111010,20602111010,669,1030
2111011,20602111011,311,1095
2111012,20602111012,467,1098
2111013,20602111013,568,1096
2111014,20602111014,450,1049
2111015,20602111015,669,1090
2111016,20602111016,434,1097
2111017,20602111017,291,1080
2111018,20602111018,401,1016
2111019,20602111019,552,1049
2111022,20602111022,484,1068
2111101,20602111101,344,1062
2111102,20602111102,406,1081
2111103,20602111103,772,1097
2111104,20602111104,648,1068
2111105,20602111105,562,1055
2111106,20602111106,367,1091
2111107,20602111107,489,1090
2111108,20602111108,607,1016
2111109,20602111109,281,1078
2111110,20602111110,556,1084
2111111,20602111111,300,1118
2111112,20602111112,633,1091
2111113,20602111113,668,925
2111114,20602111114,530,1061
2111115,20602111115,543,1076
2111116,20602111116,247,1039
2111117,20602111117,529,1076
2111118,20602111118,563,1057
2111119,20602111119,342,1058
2111120,20602111120,391,1112
2111121,20602111121,300,1065
2111122,20602111122,326,1102
2111123,20602111123,567,1024
2111124,20602111124,745,1103
2111125,20602111125,255,1065
2111126,20602111126,509,968
2111127,20602111127,440,1077
2111128,20602111128,581,1059
2111129,20602111129,561,1075
2111130,20602111130,584,1078
2111131,20602111131,346,1079
2111132,20602111132,528,1081
2111133,20602111133,571,1074
2111134,20602111134,366,1076
2111135,20602111135,444,1089
2111136,20602111136,635,1069
2111137,20602111137,490,1100
2111138,20602111138,464,1087
2111139,20602111139,318,1080
2111140,20602111140,548,1063
2111141,20602111141,412,1108
2111142,20602111142,336,1042
2111143,20602111143,543,1047
2111144,20602111144,407,1099
2111145,20602111145,546,1060
2111146,20602111146,557,1034
2111147,20602111147,334,1026
2111148,20602111148,617,1071
2111149,20602111149,392,1010
2111150,20602111150,282,950
2111151,20602111151,537,1113
2111152,20602111152,340,1042
2111201,20602111201,599,1020
2111202,20602111202,541,1008
2111203,20602111203,411,1024
2111204,20602111204,340,1027
2111205,20602111205,617,1018
2111206,20602111206,369,1009
2111207,20602111207,550,1092
2111208,20602111208,381,1064
2111209,20602111209,535,1029
2111210,20602111210,536,1024
2111211,20602111211,283,1036
2111212,20602111212,428,1046
2111213,20602111213,417,1040
2111214,20602111214,541,1037
2111215,20602111215,380,1046
2111216,20602111216,424,982
2111217,20602111217,372,1074
2111218,20602111218,313,1057
2111219,20602111219,553,1085
2111220,20602111220,510,1043
2111221,20602111221,520,1027
2111222,20602111222,305,1035
2111223,20602111223,538,1105
2111224,20602111224,500,946
2111225,20602111225,588,982
2111226,20602111226,430,1086
2111227,20602111227,363,1030
2111228,20602111228,499,1094
2111229,20602111229,487,1091
2111230,20602111230,520,1071
2111231,20602111231,280,1049
2111232,20602111232,485,1052
2111233,20602111233,410,1064
2111234,20602111234,420,1020
2111235,20602111235,581,1023
2111236,20602111236,300,1017
2111237,20602111237,339,1078
2111238,20602111238,382,1032
2111239,20602111239,417,1025
2111240,20602111240,339,887
2111241,20602111241,298,1049
2111242,20602111242,369,1064
2111302,20603111302,406,1089
2111303,20603111303,617,1108
2111304,20603111304,602,1094
2111305,20603111305,773,1100
2111306,20603111306,660,1126
2111307,20603111307,1251,1107
2111308,20603111308,361,1101
2111309,20603111309,404,1045
2111310,20603111310,275,1050
2111311,20603111311,657,1087
2111312,20603111312,534,1058
2111313,20603111313,399,1051
2111314,20603111314,387,1071
2111315,20603111315,445,1110
2111316,20603111316,420,805
2111317,20603111317,536,427
2111318,20603111318,329,378
2111319,20603111319,547,1107
2111320,20603111320,386,800
2111321,20603111321,451,437
2111322,20603111322,361,1069
2111323,20603111323,386,1044
2111324,20603111324,550,1053
2111325,20603111325,387,1089
2111326,20603111326,452,1069
2111327,20603111327,545,1065
2111328,20603111328,427,1083
2111329,20603111329,250,1094
2111330,20603111330,328,1055
2111331,20603111331,345,1006
2111332,20603111332,276,847
2111401,20603111401,234,1100
2111402,20603111402,570,1058
2111403,20603111403,400,1028
2111404,20603111404,429,1048
2111405,20603111405,405,1046
2111406,20603111406,548,1075
2111407,20603111407,607,1069
2111408,20603111408,424,1081
2111409,20603111409,601,1097
2111410,20603111410,582,1086
2111411,20603111411,288,1076
2111412,20603111412,378,1117
2111413,20603111413,688,1050
2111414,20603111414,569,1108
2111415,20603111415,238,1111
2111416,20603111416,374,1139
2111417,20603111417,396,1118
2111418,20603111418,405,1088
2111419,20603111419,279,1130
2111420,20603111420,345,1111
2111421,20603111421,486,1096
2111422,20603111422,315,1106
2111423,20603111423,481,1109
2111424,20603111424,314,1087
2111425,20603111425,482,1064
2111426,20603111426,502,1067
2111427,20603111427,1077,1052
2111428,20603111428,519,1061
2111429,20603111429,394,1104
2111430,20603111430,338,1092
2111431,20603111431,300,1059
2111432,20603111432,509,1064
2111433,20603111433,477,1078
2111434,20603111434,329,1120
2111435,20603111435,575,1065
2111436,20603111436,387,1082
2111437,20603111437,574,1043
2111438,20603111438,521,1108
2111439,20603111439,323,1120
2111440,20603111440,568,1050
2111441,20603111441,647,1050
2111442,20603111442,545,1099
2111443,20603111443,546,1085
2111444,20603111444,925,1020
2111445,20603111445,417,1034
2111446,20603111446,443,1109
2111447,20603111447,402,1059
2111448,20603111448,333,1110
2111449,20603111449,467,1099
2111450,20603111450,311,1064
2111451,20603111451,263,1113
2111452,20603111452,557,1085
2111453,20603111453,412,1085
2111454,20603111454,370,1110
2111455,20603111455,315,1030
2111456,20603111456,305,1076
2111457,20603111457,338,1068
2111458,20603111458,398,1086
2111459,20603111459,318,1094
2111460,20603111460,417,1093
2111461,20603111461,515,1075
2111501,20603111501,381,1077
2111502,20603111502,442,1027
2111503,20603111503,329,1048
2111504,20603111504,324,1076
2111505,20603111505,415,1062
2111506,20603111506,374,413
2111507,20603111507,552,439
2111508,20603111508,631,1062
2111509,20603111509,268,1027
2111510,20603111510,412,1015
2111511,20603111511,496,1061
2111512,20603111512,552,900
2111513,20603111513,449,1027
2111514,20603111514,332,1053
2111515,20603111515,432,826
2111516,20603111516,486,1105
2111519,20603111519,494,523
2111520,20603111520,470,417
2111521,20603111521,285,439
2111522,20603111522,307,1021
2111523,20603111523,1490,1041
2111524,20603111524,201,1072
2111601,20603111601,382,1088
2111602,20603111602,557,910
2111603,20603111603,460,1088
2111604,20603111604,461,1042
2111605,20603111605,556,1033
2111606,20603111606,406,1112
2111607,20603111607,479,1073
2111608,20603111608,424,1121
2111609,20603111609,352,1044
2111610,20603111610,411,1111
2111611,20603111611,376,1092
2111612,20603111612,423,1096
2111613,20603111613,580,1089
2111614,20603111614,469,1050
2111615,20603111615,577,1073
2111616,20603111616,452,1058
2111617,20603111617,495,1069
2111618,20603111618,573,1110
2111619,20603111619,486,1055
2111620,20603111620,361,1076
2111621,20603111621,483,1093
2111622,20603111622,485,1053
2111623,20603111623,504,1095
2111624,20603111624,433,1098
2111625,20603111625,435,1067
2111626,20603111626,525,1041
2111627,20603111627,390,1080
2111628,20603111628,404,1048
2111630,20603111630,341,1040
2111631,20603111631,697,1088
2111632,20603111632,274,1101
2111701,20604111701,1126,1006
2111702,20604111702,423,1069
2111703,20604111703,231,1082
2111704,20604111704,435,1063
2111705,20604111705,436,1096
2111706,20604111706,950,874
2111707,20604111707,2382,944
2111708,20604111708,1147,919
2111709,20604111709,483,1053
2111710,20604111710,796,914
2111711,20604111711,319,1068
2111712,20604111712,398,1082
2111713,20604111713,418,994
2111714,20604111714,280,1092
2111715,20604111715,452,1069
2111716,20604111716,294,1079
2111717,20604111717,196,1107
2111718,20604111718,1062,729
2111720,20604111720,816,653
2111721,20604111721,244,702
2111722,20604111722,321,485
2111723,20604111723,456,534
2111725,20604111725,400,1101
2111726,20604111726,315,1041
2111727,20604111727,417,986
2111728,20604111728,616,989
2111729,20604111729,377,1008
2111731,20604111731,482,923
2111733,20604111733,674,970
2111734,20604111734,706,857
2111735,20604111735,381,960
2111736,20604111736,408,858
2111801,20604111801,491,1121
2111802,20604111802,1087,1114
2111804,20604111804,740,1062
2111805,20604111805,504,1091
2111806,20604111806,207,1109
2111807,20604111807,226,1073
2111809,20604111809,469,988
2111810,20604111810,1819,1012
2111812,20604111812,1743,1051
2111813,20604111813,2021,1048
2111814,20604111814,492,1096
2111815,20604111815,776,1073
2111816,20604111816,350,1086
2111901,20604111901,227,1122
2111902,20604111902,410,1049
2111903,20604111903,376,1124
2111904,20604111904,238,1112
2111905,20604111905,215,1138
2111906,20604111906,369,1127
2111907,20604111907,500,1121
2111908,20604111908,488,1122
2111909,20604111909,481,1143
2111910,20604111910,261,1090
2111911,20604111911,202,1141
2111912,20604111912,491,1119
2111914,20604111914,357,1126
2111915,20604111915,321,1150
2112001,20604112001,85,1111
2112102,20604112102,413,1142
2112103,20604112103,644,1126
2112104,20604112104,409,1076
2112105,20604112105,672,1073
2112108,20604112108,551,910
2112109,20604112109,409,1083
2112110,20604112110,377,969
2112112,20604112112,366,1075
2112113,20604112113,454,889
2112114,20604112114,343,1103
2112115,20604112115,586,1110
2112116,20604112116,319,1120
2112118,20604112118,489,1071
2112119,20604112119,621,1105
2112121,20604112121,177,1136
2112122,20604112122,519,1113
2112123,20604112123,661,1082
2112124,20604112124,335,1113
2112125,20604112125,718,774
2112126,20604112126,269,1101
2112127,20604112127,562,1056
2112128,20604112128,380,1089
2112129,20604112129,504,1123
2112202,20604112202,1946,925
2112203,20604112203,705,1008
2112204,20604112204,773,1016
2112206,20604112206,539,1036
2112209,20604112209,583,997
2112210,20604112210,407,955
2112211,20604112211,1375,956
2112212,20604112212,806,974
2112213,20604112213,554,995
2112214,20604112214,566,997
2112215,20604112215,670,1019
2112216,20604112216,396,934
2112217,20604112217,1083,952
2112218,20604112218,1085,948
2112219,20604112219,4355,967
2112221,20604112221,472,1069
2112222,20604112222,595,906
2112223,20604112223,347,969
2112224,20604112224,1128,1016
2112225,20604112225,226,1028
2112229,20604112229,1348,990
2112230,20604112230,383,1087
2112231,20604112231,548,1047
2112232,20604112232,632,942
2112233,20604112233,463,1034
2112234,20604112234,425,1017
2112235,20604112235,714,1008
2112236,20604112236,490,942
2112237,20604112237,561,903
2112238,20604112238,918,943
2112239,20604112239,1842,939
2112240,20604112240,229,999
2112241,20604112241,614,970
2112242,20604112242,582,922
2112243,20604112243,748,903
2112244,20604112244,720,940
2112245,20604112245,361,933
2112246,20604112246,1986,981
2112247,20604112247,835,991
2112248,20604112248,3065,947
2112249,20604112249,1261,944
2112302,20604112302,310,1067
2112303,20604112303,596,1006
2112304,20604112304,696,1116
2112305,20604112305,263,1070
2112306,20604112306,344,1011
2112307,20604112307,297,1102
2112308,20604112308,732,1080
2112309,20604112309,532,979
2112310,20604112310,289,983
2112311,20604112311,606,1047
2112312,20604112312,1254,992
2112314,20604112314,830,1012
2112316,20604112316,653,1085
2112318,20604112318,516,1090
2112319,20604112319,421,1086
2112320,20604112320,525,1042
2112321,20604112321,636,601
2112322,20604112322,558,389
2112323,20604112323,190,1026
2112324,20604112324,447,959
2112325,20604112325,554,1060
2112326,20604112326,261,585
2112327,20604112327,978,975
2112328,20604112328,542,1043
2112329,20604112329,607,1099
2112330,20604112330,722,1094
2112331,20604112331,734,996
2112332,20604112332,740,1101
2112333,20604112333,130,994
2112334,20604112334,537,1087
2112335,20604112335,628,896
2112336,20604112336,530,986
2112337,20604112337,648,757
2112338,20604112338,315,1114
2112339,20604112339,739,998
2112340,20604112340,963,1030
2112402,20604112402,403,1049
2112403,20604112403,76,1135
2112404,20604112404,369,1074
2112406,20604112406,258,1055
2112409,20604112409,590,1060
2112410,20604112410,448,1049
2112411,20604112411,388,1063
2112412,20604112412,387,1111
2112413,20604112413,492,1091
2112414,20604112414,767,1066
2112415,20604112415,293,1094
2112416,20604112416,224,989
2112417,20604112417,317,1083
2112418,20604112418,765,992
2112501,20604112501,470,1103
2112502,20604112502,557,1110
2112503,20604112503,500,1118
2112504,20604112504,293,1123
2112505,20604112505,663,1083
2112506,20604112506,386,1094
2112507,20604112507,535,1106
2112508,20604112508,445,1131
2112509,20604112509,286,1132
2112510,20604112510,447,1118
2112511,20604112511,258,1164
2112512,20604112512,640,1102
2112513,20604112513,320,1129
2112514,20604112514,290,1115
2112602,20604112602,499,1104
2112603,20604112603,412,1114
2112604,20604112604,315,1124
2112605,20604112605,308,1141
2112606,20604112606,908,1091
2112609,20604112609,757,1115
2112610,20604112610,265,1067
2112611,20604112611,987,1055
2112613,20604112613,485,1078
2112614,20604112614,395,1031
2112615,20604112615,562,1082
2112616,20604112616,457,1081
2112617,20604112617,612,1068
2112618,20604112618,986,1058
2112619,20604112619,1512,1044
2112620,20604112620,275,1071
2112622,20604112622,107,1145
2112623,20604112623,549,1015
2112625,20604112625,197,1118
2112626,20604112626,1671,1033
2112627,20604112627,200,1100
2112628,20604112628,342,1058
2112629,20604112629,1575,1089
2112630,20604112630,307,1067
2112631,20604112631,602,1026
2112632,20604112632,1044,1057
2112633,20604112633,946,1037
2112634,20604112634,628,1093
2112635,20604112635,764,1039
2112801,20605112801,255,1075
2112802,20605112802,361,1132
2112803,20605112803,525,1122
2112804,20605112804,465,1086
2112805,20605112805,338,1119
2112806,20605112806,456,1111
2112807,20605112807,446,1079
2112808,20605112808,506,983
2112809,20605112809,446,1116
2112810,20605112810,317,1100
2112811,20605112811,335,1096
2112812,20605112812,420,1128
2112813,20605112813,664,1106
2112814,20605112814,446,1114
2112815,20605112815,361,1113
2112816,20605112816,471,982
2112817,20605112817,446,1093
2112818,20605112818,294,1118
2112819,20605112819,484,1118
2112820,20605112820,518,1093
2112821,20605112821,289,1055
2112822,20605112822,393,1108
2112823,20605112823,311,1114
2112824,20605112824,371,1103
2112825,20605112825,378,1100
2112826,20605112826,502,1131
2112827,20605112827,803,1102
2112828,20605112828,606,1099
2112830,20605112830,746,1074
2112831,20605112831,649,1081
2112833,20605112833,599,1113
2112834,20605112834,619,1097
2112835,20605112835,533,1106
2112901,20605112901,368,1069
2112902,20605112902,567,1102
2112903,20605112903,482,1074
2112904,20605112904,488,1116
2112905,20605112905,610,1115
2112906,20605112906,275,1065
2112907,20605112907,670,1091
2112908,20605112908,509,1101
2112909,20605112909,407,1105
2112910,20605112910,379,1105
2112911,20605112911,308,1087
2112912,20605112912,245,1090
2112913,20605112913,466,1100
2112914,20605112914,350,1102
2112915,20605112915,241,1088
2112916,20605112916,519,1112
2112921,20605112921,441,1114
