SA1_7DIG16,SA1_MAIN16,SA1_pop,SA1_irsdscore
2112922,20605112922,598,1083
2112923,20605112923,485,1039
2112924,20605112924,461,1079
2112925,20605112925,575,1097
2112926,20605112926,434,1093
2112927,20605112927,375,1095
2112928,20605112928,369,1078
2112929,20605112929,285,1055
2112930,20605112930,389,1056
2112931,20605112931,560,1099
2112932,20605112932,367,1074
2112933,20605112933,418,1086
2112934,20605112934,348,1075
2112935,20605112935,368,1102
2112936,20605112936,487,1100
2112937,20605112937,193,1136
2112938,20605112938,293,1108
2112939,20605112939,512,1089
2112940,20605112940,383,1127
2113001,20605113001,728,1124
2113002,20605113002,580,1033
2113003,20605113003,516,1107
2113004,20605113004,336,898
2113005,20605113005,340,1106
2113006,20605113006,377,1043
2113007,20605113007,497,1120
2113008,20605113008,292,1085
2113009,20605113009,340,1035
2113010,20605113010,565,1110
2113011,20605113011,494,933
2113012,20605113012,303,1106
2113013,20605113013,414,853
2113014,20605113014,293,990
2113015,20605113015,281,1023
2113016,20605113016,560,1056
2113017,20605113017,590,1126
2113019,20605113019,369,1123
2113020,20605113020,665,1035
2113021,20605113021,279,1104
2113022,20605113022,668,1113
2113023,20605113023,315,1065
2113024,20605113024,520,1083
2113025,20605113025,496,1099
2113026,20605113026,546,1134
2113027,20605113027,398,819
2113028,20605113028,343,1122
2113029,20605113029,482,1056
2113032,20605113032,254,1097
2113033,20605113033,262,1007
2113034,20605113034,1075,1118
2113035,20605113035,741,1118
2113036,20605113036,467,1134
2113037,20605113037,194,1133
2113038,20605113038,170,1095
2113039,20605113039,398,1155
2113201,20605113201,421,1007
2113202,20605113202,289,536
2113203,20605113203,619,628
2113204,20605113204,293,1056
2113206,20605113206,319,1062
2113207,20605113207,350,1113
2113208,20605113208,501,1120
2113209,20605113209,447,1098
2113210,20605113210,396,798
2113211,20605113211,229,1023
2113212,20605113212,353,1086
2113213,20605113213,678,1056
2113214,20605113214,394,1010
2113215,20605113215,716,1117
2113217,20605113217,487,1110
2113218,20605113218,326,1114
2113219,20605113219,397,1111
2113220,20605113220,292,1106
2113221,20605113221,245,1091
2113222,20605113222,447,1089
2113223,20605113223,394,1096
2113224,20605113224,408,1025
2113225,20605113225,293,792
2113226,20605113226,280,1091
2113227,20605113227,516,1122
2113228,20605113228,213,1066
2113229,20605113229,246,1074
2113230,20605113230,1001,1117
2113301,20605113301,816,1063
2113302,20605113302,256,1061
2113303,20605113303,261,1108
2113304,20605113304,342,1034
2113305,20605113305,424,1042
2113307,20605113307,515,1048
2113308,20605113308,642,1019
2113310,20605113310,231,1135
2113311,20605113311,354,1076
2113312,20605113312,390,1058
2113313,20605113313,421,1054
2113314,20605113314,539,1077
2113315,20605113315,460,1065
2113316,20605113316,741,1055
2113317,20605113317,740,1097
2113318,20605113318,991,1087
2113320,20605113320,346,1091
2113321,20605113321,255,1093
2113322,20605113322,648,1071
2113323,20605113323,548,1106
2113324,20605113324,346,1118
2113326,20605113326,514,1092
2113327,20605113327,617,1031
2113328,20605113328,580,1097
2113329,20605113329,487,1049
2113330,20605113330,460,993
2113331,20605113331,720,1082
2113332,20605113332,834,1081
2113333,20605113333,426,1089
2113334,20605113334,755,1095
2113335,20605113335,391,1049
2113336,20605113336,545,1115
2113337,20605113337,678,1028
2113338,20605113338,464,816
2113339,20605113339,564,1092
2113340,20605113340,447,1112
2113341,20605113341,452,1021
2113342,20605113342,409,784
2113343,20605113343,483,1086
2113344,20605113344,512,1076
2113345,20605113345,467,1046
2113346,20605113346,451,1046
2113347,20605113347,293,1073
2113348,20605113348,495,1023
2113349,20605113349,494,1067
2113350,20605113350,454,1054
2113351,20605113351,511,1085
2113352,20605113352,647,1019
2113353,20605113353,474,1098
2113354,20605113354,440,1054
2113355,20605113355,535,1071
2113356,20605113356,251,962
2113401,20605113401,482,1059
2113402,20605113402,327,1095
2113403,20605113403,365,1060
2113404,20605113404,230,1103
2113405,20605113405,473,1032
2113406,20605113406,559,1074
2113407,20605113407,417,1061
2113408,20605113408,358,1094
2113409,20605113409,325,1080
2113410,20605113410,247,1040
2113411,20605113411,397,1084
2113412,20605113412,528,1098
2113413,20605113413,575,1103
2113414,20605113414,391,1117
2113415,20605113415,451,1055
2113416,20605113416,561,1066
2113417,20605113417,477,1075
2113418,20605113418,311,1060
2113419,20605113419,449,1115
2113420,20605113420,485,1054
2113421,20605113421,365,1046
2113422,20605113422,416,964
2113423,20605113423,378,1044
2113424,20605113424,302,1051
2113425,20605113425,487,1060
2113426,20605113426,341,1062
2113427,20605113427,463,1076
2113428,20605113428,430,1065
2113429,20605113429,369,1086
2113430,20605113430,412,1086
2113431,20605113431,310,1089
2113432,20605113432,663,1078
2113433,20605113433,429,1001
2113434,20605113434,543,1063
2113435,20605113435,420,1056
2113436,20605113436,184,1067
2113437,20605113437,462,1052
2113438,20605113438,603,1026
2113439,20605113439,433,1088
2113501,20606113501,558,1067
2113502,20606113502,435,1106
2113503,20606113503,800,1108
2113504,20606113504,479,1126
2113505,20606113505,357,1089
2113506,20606113506,526,1110
2113507,20606113507,689,1101
2113508,20606113508,364,1074
2113509,20606113509,354,1103
2113510,20606113510,469,1037
2113511,20606113511,364,1147
2113512,20606113512,388,1103
2113513,20606113513,498,1130
2113514,20606113514,401,1104
2113515,20606113515,469,1011
2113516,20606113516,558,1082
2113517,20606113517,611,1042
2113518,20606113518,228,1056
2113519,20606113519,428,1133
2113602,20606113602,938,1090
2113603,20606113603,407,1066
2113604,20606113604,334,1063
2113605,20606113605,509,1076
2113606,20606113606,402,748
2113607,20606113607,622,1098
2113608,20606113608,514,1095
2113609,20606113609,292,1056
2113610,20606113610,529,1117
2113611,20606113611,407,1084
2113612,20606113612,326,1038
2113613,20606113613,441,1059
2113614,20606113614,586,939
2113615,20606113615,725,1132
2113616,20606113616,525,808
2113617,20606113617,431,1086
2113618,20606113618,465,1067
2113619,20606113619,453,1104
2113620,20606113620,391,1122
2113621,20606113621,363,1046
2113622,20606113622,506,1128
2113623,20606113623,578,1083
2113624,20606113624,564,1099
2113625,20606113625,464,1079
2113626,20606113626,602,1099
2113627,20606113627,478,1103
2113628,20606113628,699,1104
2113629,20606113629,501,1104
2113630,20606113630,401,1072
2113631,20606113631,383,1083
2113632,20606113632,426,1080
2113633,20606113633,582,1097
2113634,20606113634,455,1076
2113635,20606113635,474,1096
2113636,20606113636,243,1084
2113637,20606113637,364,1065
2113638,20606113638,290,1084
2113639,20606113639,532,1104
2113640,20606113640,243,1112
2113641,20606113641,360,1079
2113642,20606113642,312,1085
2113643,20606113643,617,1115
2113702,20606113702,999,1088
2113703,20606113703,320,1122
2113704,20606113704,923,1118
2113705,20606113705,419,1132
2113706,20606113706,490,1131
2113707,20606113707,538,1102
2113708,20606113708,397,1100
2113709,20606113709,618,1120
2113710,20606113710,695,1105
2113711,20606113711,400,1119
2113712,20606113712,319,1118
2113713,20606113713,418,1103
2113714,20606113714,448,1094
2113715,20606113715,537,1098
2113716,20606113716,398,1097
2113718,20606113718,416,1116
2113719,20606113719,839,1079
2113720,20606113720,630,1099
2113721,20606113721,307,1123
2113722,20606113722,472,1098
2113723,20606113723,611,1095
2113724,20606113724,592,1092
2113725,20606113725,787,1101
2113726,20606113726,382,1085
2113727,20606113727,749,499
2113728,20606113728,678,598
2113730,20606113730,639,1102
2113731,20606113731,444,1078
2113732,20606113732,256,1100
2113733,20606113733,2523,1084
2113734,20606113734,1801,1076
2113735,20606113735,671,1130
2113801,20606113801,356,1098
2113802,20606113802,429,1096
2113803,20606113803,347,1103
2113804,20606113804,359,1122
2113805,20606113805,408,1115
2113806,20606113806,255,1137
2113807,20606113807,284,1097
2113808,20606113808,436,1112
2113809,20606113809,305,1105
2113810,20606113810,433,1106
2113811,20606113811,375,1148
2113812,20606113812,630,1111
2113813,20606113813,438,1109
2113814,20606113814,651,1109
2113815,20606113815,394,1089
2113816,20606113816,379,1105
2113817,20606113817,379,1119
2113818,20606113818,458,1131
2113819,20606113819,447,1117
2113820,20606113820,543,1122
2113821,20606113821,307,1141
2113822,20606113822,424,1105
2113823,20606113823,585,1094
2113824,20606113824,470,1117
2113825,20606113825,461,1106
2113826,20606113826,382,1125
2113827,20606113827,504,1068
2113828,20606113828,271,1135
2113829,20606113829,393,1120
2113830,20606113830,384,1117
2113831,20606113831,330,1127
2113832,20606113832,226,1114
2113901,20607113901,314,1049
2113902,20607113902,424,1021
2113903,20607113903,676,1089
2113904,20607113904,2688,1078
2113905,20607113905,621,1053
2113906,20607113906,438,1111
2113907,20607113907,729,1033
2113908,20607113908,813,1139
2113909,20607113909,470,1083
2113910,20607113910,472,1066
2113911,20607113911,539,1084
2114001,20607114001,287,1121
2114002,20607114002,356,1088
2114003,20607114003,259,1074
2114004,20607114004,328,1144
2114005,20607114005,308,1090
2114006,20607114006,389,1097
2114007,20607114007,367,1075
2114008,20607114008,553,930
2114009,20607114009,452,1111
2114010,20607114010,452,1120
2114011,20607114011,361,1106
2114012,20607114012,310,1097
2114014,20607114014,524,1102
2114015,20607114015,446,1101
2114016,20607114016,547,1104
2114017,20607114017,338,1111
2114018,20607114018,323,1098
2114019,20607114019,393,1107
2114020,20607114020,271,1099
2114021,20607114021,433,983
2114022,20607114022,377,1087
2114023,20607114023,359,1091
2114101,20607114101,767,1081
2114102,20607114102,485,1054
2114103,20607114103,358,1115
2114104,20607114104,1304,1057
2114105,20607114105,1027,1132
2114106,20607114106,782,458
2114107,20607114107,320,511
2114108,20607114108,285,341
2114109,20607114109,917,1108
2114110,20607114110,316,966
2114111,20607114111,474,1066
2114112,20607114112,639,1105
2114113,20607114113,273,1110
2114114,20607114114,564,403
2114201,20607114201,160,389
2114202,20607114202,390,1124
2114203,20607114203,789,485
2114204,20607114204,659,560
2114205,20607114205,513,495
2114206,20607114206,472,1031
2114207,20607114207,252,1105
2114208,20607114208,519,1108
2114209,20607114209,696,1129
2114210,20607114210,457,1100
2114211,20607114211,378,1115
2114212,20607114212,519,1105
2114213,20607114213,335,883
2114214,20607114214,372,992
2114215,20607114215,294,684
2114216,20607114216,396,1096
2114217,20607114217,706,1143
2114218,20607114218,227,1100
2114219,20607114219,353,1096
2114220,20607114220,509,1061
2114221,20607114221,537,1050
2114222,20607114222,253,1108
2114223,20607114223,659,1122
2114301,20607114301,447,1101
2114302,20607114302,347,1015
2114303,20607114303,436,1076
2114304,20607114304,307,1064
2114305,20607114305,530,1035
2114306,20607114306,530,1025
2114307,20607114307,565,1101
2114308,20607114308,614,945
2114309,20607114309,526,1105
2114310,20607114310,358,1121
2114311,20607114311,454,1109
2114312,20607114312,746,1125
2114313,20607114313,252,1050
2114314,20607114314,594,810
2114315,20607114315,492,1089
2114316,20607114316,579,1095
2114317,20607114317,559,1114
2114318,20607114318,393,1084
2114319,20607114319,280,961
2114320,20607114320,311,1122
2114321,20607114321,298,1085
2114322,20607114322,427,1112
2114323,20607114323,576,1063
2114324,20607114324,603,1078
2114325,20607114325,366,1095
2114326,20607114326,294,1109
2114327,20607114327,445,1090
2114401,20607114401,409,1089
2114402,20607114402,490,506
2114403,20607114403,588,1122
2114404,20607114404,821,1093
2114405,20607114405,383,439
2114406,20607114406,465,431
2114407,20607114407,406,508
2114408,20607114408,401,1115
2114409,20607114409,519,1110
2114410,20607114410,598,1095
2114411,20607114411,432,1138
2114412,20607114412,533,1090
2114413,20607114413,429,1146
2114414,20607114414,470,1123
2114415,20607114415,338,1067
2114416,20607114416,431,1117
2114417,20607114417,517,1071
2114418,20607114418,550,1086
2114419,20607114419,470,1101
2114420,20607114420,431,1064
2114421,20607114421,288,1046
2114422,20607114422,299,1022
2114423,20607114423,457,1068
2114424,20607114424,501,1083
2114425,20607114425,517,1133
2114426,20607114426,494,1115
2114427,20607114427,503,1088
2114428,20607114428,489,1122
2114429,20607114429,601,1133
2114430,20607114430,445,1102
2114431,20607114431,407,1133
2114432,20607114432,507,1123
2114433,20607114433,437,1099
2114434,20607114434,339,1097
2114435,20607114435,564,1106
2114436,20607114436,442,1081
2114437,20607114437,293,1069
2114438,20607114438,283,1111
2114439,20607114439,378,952
2114440,20607114440,1149,1075
2114441,20607114441,656,592
2114442,20607114442,452,1056
2114443,20607114443,587,1025
2114446,20607114446,507,1137
2114447,20607114447,462,1114
2114448,20607114448,534,1104
2114449,20607114449,486,1095
2114450,20607114450,561,1042
2114451,20607114451,845,1123
2114452,20607114452,774,1120
2114453,20607114453,524,1090
2114454,20607114454,621,549
2114455,20607114455,591,1106
2114456,20607114456,255,1103
2114457,20607114457,959,1097
2114458,20607114458,346,1032
2114459,20607114459,291,924
2114460,20607114460,414,1045
2114462,20607114462,431,1143
2114464,20607114464,452,1128
2114465,20607114465,321,1102
2114466,20607114466,331,1103
2114501,20607114501,497,1076
2114502,20607114502,536,1094
2114503,20607114503,514,1132
2114504,20607114504,354,1113
2114505,20607114505,482,1125
2114506,20607114506,552,1093
2114507,20607114507,306,1116
2114508,20607114508,340,1095
2114510,20607114510,712,1114
2114511,20607114511,393,1089
2114512,20607114512,370,1126
2114513,20607114513,454,1093
2114514,20607114514,501,1109
2114515,20607114515,427,1120
2114516,20607114516,300,930
2114517,20607114517,864,1145
2114518,20607114518,337,1056
2114519,20607114519,362,1068
2114520,20607114520,317,1111
2114521,20607114521,310,1064
2114601,20701114601,389,1142
2114602,20701114602,284,1139
2114603,20701114603,418,1123
2114604,20701114604,358,1096
2114605,20701114605,288,1132
2114606,20701114606,649,1131
2114607,20701114607,415,1003
2114608,20701114608,262,1087
2114609,20701114609,598,1095
2114610,20701114610,446,974
2114611,20701114611,493,1010
2114612,20701114612,357,1119
2114613,20701114613,289,1109
2114614,20701114614,626,1137
2114615,20701114615,391,980
2114616,20701114616,319,1068
2114617,20701114617,281,1137
